epoch,acc,f1_m,loss,val_acc,val_f1_m,val_loss
0,0.8158564376831055,0.36270872517539828,0.3717918573319912,0.8143343244280133,0.3486625037023,1.2564658267157418
1,0.8935063171386719,0.6879898472875356,0.2483655844628811,0.8884281703404018,0.7228089515651975,0.30677191742828913
2,0.9104604721069336,0.7491180758178234,0.21338386502116918,0.9190092904227121,0.7699393059526171,0.2356885317180838
3,0.9186030578613281,0.769405600335449,0.1979955654591322,0.9378414699009486,0.8364440892423902,0.14908044870410647
4,0.927219009399414,0.7963255646452307,0.17862283390015363,0.9250167846679688,0.8131904550961085,0.17568138518503734
5,0.9310322952270508,0.8123815324902535,0.16523405589163304,0.9327946254185268,0.8093398196356637,0.14907986298203468
6,0.9407645034790039,0.8401393464207649,0.1469810212031007,0.903122057233538,0.7388531752995082,0.28687374985643793
7,0.9396599960327149,0.8350796267390251,0.15032537139952182,0.9533952985491071,0.8783482687813895,0.11640797949263028
8,0.9427859878540039,0.8455743800103664,0.14226731427013875,0.9503518240792411,0.855049352986472,0.12419139215988773
9,0.9469660568237305,0.8551391312479972,0.13239102026447655,0.9443025861467634,0.8447798984391349,0.1405258926429919
10,0.9504265213012695,0.8676542437076569,0.12354887658730149,0.8920132228306361,0.6222083176885332,0.45092991239258223
11,0.9525609588623047,0.868440698236227,0.11859851377084851,0.9512771606445313,0.8518188187054225,0.1204752182321889
12,0.9547250747680665,0.8771875193715095,0.11191217238083481,0.9597101484026228,0.885508907692773,0.101911306061915
13,0.9470352554321289,0.8512318321317435,0.14022819072008133,0.9544224330357143,0.8689433141478471,0.1124339393207005
14,0.9544712829589844,0.8708914496004582,0.11411312052980066,0.9439503261021205,0.8460490890911647,0.14906365083796638
15,0.9616828918457031,0.8943340817093849,0.09491258528083563,0.9615558079310826,0.890048714194979,0.09480441324412822
16,0.9634155654907226,0.900310733616352,0.08892076687887311,0.9320921761648996,0.7931402998311179,0.16145648674241134
17,0.9644185638427735,0.9034443265199661,0.08676904866471886,0.9599115644182478,0.8986314467021397,0.10413809785885471
18,0.9653387832641601,0.905848308801651,0.08428730888292194,0.9698721749441964,0.9176734856196812,0.07321423068642616
19,0.9692677307128906,0.9176173368096352,0.07373136734589934,0.9690584455217633,0.9163282905306135,0.07487387763602393
20,0.9673457336425781,0.9085410931706428,0.08022063491865992,0.9568289620535714,0.8948272849832263,0.11862570004803794
21,0.9690663146972657,0.9177731254696846,0.07367136290296912,0.972489493233817,0.9229763192789895,0.06881053559482098
22,0.969515495300293,0.9166730254888534,0.07346812220290304,0.9603748866489955,0.8808879622391292,0.10377670968217509
23,0.9699156951904296,0.9190549358725548,0.07509168418124318,0.9728651864188058,0.9266784037862505,0.06868990923144988
24,0.9723056411743164,0.9262557566165924,0.06644439997151494,0.9723887852260045,0.9230301303522928,0.06571017274899142
25,0.972274055480957,0.9256743076443672,0.06654691010713577,0.9737451825823102,0.9285499581268856,0.06396784436489855
26,0.9750543975830078,0.9332047352194786,0.05974090634845197,0.9750821794782366,0.9324637906891959,0.05976946630648204
27,0.9754099655151367,0.9348971313238144,0.05861118131317198,0.9751380920410156,0.9285839489528112,0.062115435728005
