epoch,acc,f1_m,loss,val_acc,val_f1_m,val_loss
0,0.8014897918701172,0.03659860229019614,0.40962583005428316,0.8087578909737724,0.017398415532495295,0.5366082832217216
1,0.836717643737793,0.4015294487116807,0.34280435360968114,0.847847420828683,0.6038448951074056,0.33844679849488396
2,0.8646160125732422,0.6292909244820476,0.3162825781106949,0.7702103751046318,0.5536763365779604,1.109476991210665
3,0.8751493835449219,0.6462388016283512,0.31902180731296537,0.8499058314732143,0.632819516318185,0.3739673335637365
4,0.8828141021728516,0.6708756908401847,0.29213769413530827,0.8273299080984933,0.6029277250170708,0.42387076169252397
5,0.8861265563964844,0.6770978076010943,0.2978136317431927,0.8772068568638393,0.6293706380895205,0.3357468929673944
6,0.8879166793823242,0.6839748554676771,0.2896324647217989,0.8645689828055245,0.5325178124808839,0.38834977969527246
7,0.8892829132080078,0.6846159801259637,0.2750410072505474,0.8783871241978236,0.6822076795356614,0.33245809844561985
8,0.8916102218627929,0.6947752638161182,0.2643472585082054,0.8783543178013393,0.6957109762089593,0.3185611460890089
9,0.8969488906860351,0.7007644776254892,0.2558523697406054,0.8751569475446429,0.6189082773402333,0.3075315109321049
10,0.9028739929199219,0.7304683077335358,0.24233091458678246,0.8696484157017299,0.5697439359767097,0.3334040986640113
11,0.902271728515625,0.7237541914731264,0.2469629179313779,0.8922204153878348,0.652533732354641,0.2958684155983584
12,0.9035130310058593,0.730816227197647,0.24902898095548154,0.8872608729771205,0.6655990573444537,0.3072659306228161
13,0.9013720703125,0.7226371831446886,0.24701240599155427,0.8988170078822545,0.7226010978221893,0.27001938351563043
14,0.9034974670410156,0.7306028360128403,0.2465119135007262,0.8431516374860492,0.42487396076321604,0.3696742766669818
15,0.906195945739746,0.7365115807577968,0.23630137644708157,0.8993188040597099,0.7092995270022324,0.2748220493750913
16,0.9102511596679688,0.7562141562998295,0.2300128397345543,0.8924826485770089,0.6835476890206337,0.29567275579486574
17,0.914212532043457,0.7637905798852443,0.2211581378430128,0.905471910749163,0.735575784849269,0.2782829602914197
18,0.9163335418701172,0.7700943180173635,0.21848995614796876,0.8924300057547433,0.7168796200837407,0.2837425154234682
19,0.9145569610595703,0.7581710101291538,0.2267022080346942,0.9107925415039062,0.7266968713275024,0.2554572141596249
20,0.9151081848144531,0.7662437901459634,0.22266977362334728,0.9069721766880581,0.7503231809607573,0.251306614279747
21,0.9170852279663086,0.7638174296915531,0.22178654819726945,0.8893280029296875,0.6995415304388318,0.3069886253348419
22,0.9241726303100586,0.7872904216498137,0.19734219275414944,0.8904543195452009,0.6659466530595507,0.27690264571990286
23,0.9038799667358398,0.7312974461913109,0.24470226299017667,0.9191177368164063,0.7566560785685267,0.2218508150960718
24,0.9139417266845703,0.7604024451598526,0.21977882087230682,0.9035655430385044,0.7390341015798705,0.27613843487841744
25,0.9216719055175782,0.7809852820634842,0.2061475810036063,0.8996419634137834,0.7051057236535209,0.2919954695871898
26,0.9219761657714843,0.7814423019997776,0.2085213178768754,0.91665769304548,0.748860944381782,0.23745443065251623
27,0.9253885269165039,0.7982408849149942,0.19658525861799717,0.9051986694335937,0.7246381634048054,0.26151500961610247
28,0.9239346313476563,0.7920089076459408,0.204081869199872,0.8753964015415736,0.593199714592525,0.3393408492207527
29,0.9255704879760742,0.792205770611763,0.19704727612435818,0.9190096173967633,0.7626889659890107,0.2544389652354377
30,0.9170120620727539,0.7723995538055897,0.21783095572143793,0.8963121686662946,0.6759690604039601,0.30008432428751675
31,0.923979263305664,0.790507189631462,0.19885088864713907,0.9030970982142857,0.7078357436827251,0.2865444236568042
32,0.9209678268432617,0.7837823648005724,0.21652049843221902,0.920699964250837,0.7872764725770269,0.2204336061009339
33,0.928201789855957,0.8000148064643144,0.1956013659387827,0.892244393484933,0.655459016667945,0.34252177796193534
34,0.9248617553710937,0.7930918979644775,0.20194999907165767,0.8744841439383371,0.6787627784269197,0.31269379620041166
